,Search Keyword,Platform,Job ID,Job Title,Company Name,Location,Job Description,Rating,Employment Type,Company URL,Job URL,Job Age,Job Age Number,Collection Date,Language,Gender
0,production manager,Indeed,p_f38bb08784d5f85c,Productiebeheerder,Kas20, De Kwakel,"Vacature Productiebeheerder - fulltimeFunctieomschrijvingHeb jij leidinggevende skills, ben je makkelijk in de omgang en weet jij van aanpakken in een productie-omgeving? Dan zijn wij op zoek naar jou!Voor ons bedrijf in de Kwakel, wat zich specialiseert in het maken van eet- en salontafels, zijn wij op zoek naar een productiebeheerder. Als productiebeheerder ben je de schakel tussen kantoor en jouw productieteam. Je houdt je dagelijks bezig met je team zodat het productieproces kwalitatief goed en efficiënt verloopt. Je controleert de processen en komt met verbetervoorstellen en initiatieven.Naast deze aansturende functie zal je vooral meedraaien in de productie en dus bezig zijn met uitvoerende taken (eet- en salontafels maken).Verder bestaat het takenpakket uit de volgende werkzaamheden:Bestellen en beheren van de materialen die noodzakelijk zijn voor de productie;Werkvoorbereiding;Aanspreekpunt van jouw team;Administratieve werkzaamheden (+/- 1 uur per dag kantoorwerk).De job als productiebeheerder is een allround functie waarin je naast het leidinggeven ook bereid bent om andere voorkomende werkzaamheden binnen de locatie op te pakken.Jouw werklocatie is in de Kwakel. Idealiter zoeken wij dan ook iemand uit deze omgeving.Functie-eisenWij zoeken een hands-on productiebeheerder met leidinggevende capaciteiten. Je moet in staat zijn om je team en kantoor van de juiste informatie te voorzien.Daarnaast beschik je over:Een opleiding op mbo-niveau, bij voorkeur richting MeubelmakerijEen proactieve houding ten opzichte van het werk;Probleemoplossend vermogen in verband met de dagelijkse logistieke planning;Een goede beheersing van de Nederlandse en Engelse taal.ArbeidsvoorwaardenEen marktconform salaris en een interessante werkomgeving binnen een groeiend familiebedrijf, waar geen dag hetzelfde is. Je bent in hoge mate zelfstandig en je gaat aan de slag met een team van gedreven en deskundige collega’s tot je beschikking.Deadline sollicitaties: 5-4-2021Soort dienstverband: FulltimeSalaris: €1.800,00 - €2.400,00 per maandAanvullende betalingen:VakantiegeldArbeidsvoorwaarden:Extra vakantiedagenWerkschema:Dagdienstma-vrThuiswerken:Nee",-1,-1,https://indeed.nljavascript:void(0);,https://nl.indeed.com/vacature-bekijken/company/Kas20/jobs/Productiebeheerder-f38bb08784d5f85c?fccid=4476665a2755bee9&vjs=3,23 dagen geleden,23 dagen geleden,22/02/2021,en,Male
