,Search Keyword,Platform,Job ID,Job Title,Company Name,Location,Industry,Sector,Job Description,Employment Type,Company URL,Job URL,Job Age,Job Age Number,Job Date,Collection Date,Language,Gender
0,andere serviceactiviteiten,LinkedIn,2457950095,Technisch Commercieel Medewerker Binnendienst Glastechniek,-1,"Rotterdam, South Holland, Netherlands",-1,"['Engineering', 'Information Technology']","Je werkt nauw en intensief samen met de Sales Director waarbij je een groot gedeelte van de werkdagen verantwoordelijk bent voor de commerciële binnendienst taken. De Sales Director neemt naast een gedeelte binnendienst de commerciële buitendienst voor zijn rekening. Verdere taken en verantwoordelijkheden zijn: Je volgt aanvragen van klanten op door contact op te nemen met de leveranciers in o.a. Engeland en Canada. Op basis van offertes van leveranciers maak je professionele aanbiedingen en offertes voor de klanten Je verwerkt orders en zorgt tot en met de aftersales dat de klant krijgt wat hij vraagt Je geeft klanten technische adviezen en bent goed in staat de behoefte van de klant uit technische tekeningen te interpreteren Je houdt je bezig met het regelen van transporten en andere serviceactiviteiten Je hebt veel contact met klanten, leveranciers, transporteurs. De klanten zijn divers; van aannemers tot architectenbureaus en van serrebouwers tot gevelbouwers Samen met de Sales Director bezoek je zo nu en dan klanten en leveranciers (in binnen- en buitenland)Je hebt een afgeronde MBO of HBO opleiding Je hebt of een technische opleidingsachtergrond en/of je hebt affiniteit met techniek Ervaring in de glas- of licht-sector is een voordeel Je bent een starter op de arbeidsmarkt of hebt enkele jaren werkervaring Je bent commercieel ingesteld en bent communicatief en sociaal goed vaardig Je beheerst de Engels taal in woord en geschrift Ervaring met Autocad is een pré Je bent proactief en je hebt een flexibele en daadkrachtige instelling Je bent een teamspeler maar bent ook prima in staat om zelfstandig en alleen te werken Wanneer projecten of opdrachten af moeten kijk je niet op een uurtje meer of minder werken Onze opdrachtgever is leverancier van hoogwaardige glasproducten op het gebied van zonne-energie, duurzaamheid en veiligheid. Voorbeelden van producten zijn veiligheidsglas, kogelwerend glas, glas met zonnecellen, diffuserend glas etc. Het bedrijf levert haar producten aan gevelbouwers, daklichtbedrijven, aannemers, serre-bouwers etc. Dit familiebedrijf kent een positieve en informele cultuur en een platte open organisatiestructuur. Ivm een gezonde groei van de organisatie zoeken wij een nieuwe collega.
 

 

          Seniority Level
        

          Entry level
        





        Employment Type
      

        Full-time
      





          Job Functions
        


              Engineering
            

              Information Technology",Full-time,-1,https://www.linkedin.com//jobs/view/2457950095/?eBP=JOB_SEARCH_ORGANIC&refId=y0OsjEAw2hPrNddxwCWqTQ%3D%3D&trackingId=64CP2C3NbjLB0kUzK2yPAA%3D%3D&trk=flagship3_search_srp_jobs,3 days ago,3 days ago,2021-03-12,2021-03-15,en,Neutral
